nivå,regionnummer,regionnavn,fylkesnummer,fylkesnavn,gyldig_fra,gyldig_til,er_gjeldende
kommune,5422,Balsfjord,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5423,Karlsøy,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5424,Lyngen,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5425,Storfjord,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5426,Gáivuotna,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5427,Skjervøy,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5428,Nordreisa,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5429,Kvænangen,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5430,Guovdageaidnu,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5432,Loppa,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5433,Hasvik,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5434,Måsøy,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5435,Nordkapp,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5436,Porsanger,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5437,Kárášjohka,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5438,Lebesby,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5439,Gamvik,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5440,Berlevåg,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5441,Deatnu,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5442,Unjárga,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5443,Båtsfjord,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5444,Sør-Varanger,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5501,Tromsø,55,Troms,2024-01-01,,true
kommune,5503,Harstad,55,Troms,2024-01-01,,true
kommune,5510,Kvæfjord,55,Troms,2024-01-01,,true
kommune,5512,Dielddanuorri,55,Troms,2024-01-01,,true
kommune,5514,Ibestad,55,Troms,2024-01-01,,true
kommune,5516,Gratangen,55,Troms,2024-01-01,,true
kommune,5518,Loabák,55,Troms,2024-01-01,,true
kommune,5520,Bardu,55,Troms,2024-01-01,,true
kommune,5522,Salangen,55,Troms,2024-01-01,,true
kommune,5524,Målselv,55,Troms,2024-01-01,,true
kommune,5526,Sørreisa,55,Troms,2024-01-01,,true
kommune,5528,Dyrøy,55,Troms,2024-01-01,,true
kommune,5530,Senja,55,Troms,2024-01-01,,true
kommune,5532,Balsfjord,55,Troms,2024-01-01,,true
kommune,5534,Karlsøy,55,Troms,2024-01-01,,true
kommune,5536,Lyngen,55,Troms,2024-01-01,,true
kommune,5538,Storfjord,55,Troms,2024-01-01,,true
kommune,5540,Gáivuotna,55,Troms,2024-01-01,,true
kommune,5542,Skjervøy,55,Troms,2024-01-01,,true
kommune,5544,Nordreisa,55,Troms,2024-01-01,,true
kommune,5546,Kvænangen,55,Troms,2024-01-01,,true
kommune,5601,Alta,56,Finnmark,2024-01-01,,true
kommune,5603,Hammerfest,56,Finnmark,2024-01-01,,true
kommune,5605,Sør-Varanger,56,Finnmark,2024-01-01,,true
kommune,5607,Vadsø,56,Finnmark,2024-01-01,,true
kommune,5610,Kárášjohka,56,Finnmark,2024-01-01,,true
kommune,5612,Guovdageaidnu,56,Finnmark,2024-01-01,,true
kommune,5614,Loppa,56,Finnmark,2024-01-01,,true
kommune,5616,Hasvik,56,Finnmark,2024-01-01,,true
kommune,5618,Måsøy,56,Finnmark,2024-01-01,,true
kommune,5620,Nordkapp,56,Finnmark,2024-01-01,,true
kommune,5622,Porsanger,56,Finnmark,2024-01-01,,true
kommune,5624,Lebesby,56,Finnmark,2024-01-01,,true
kommune,5626,Gamvik,56,Finnmark,2024-01-01,,true
kommune,5628,Deatnu,56,Finnmark,2024-01-01,,true
kommune,5630,Berlevåg,56,Finnmark,2024-01-01,,true
kommune,5632,Båtsfjord,56,Finnmark,2024-01-01,,true
kommune,5634,Vardø,56,Finnmark,2024-01-01,,true
kommune,5636,Unjárga,56,Finnmark,2024-01-01,,true
